# Distance [mm]	ReEz [] - Freq='11.994GHz' Phase='0deg'	ImEz [] - Freq='11.994GHz' Phase='0deg'
165	-21948.22898	7676.048408
165.1	-22525.71228	9061.657545
165.2	-23086.3198	10344.86129
165.3	-23638.47017	11576.7455
165.4	-24189.27056	12800.43771
165.5	-24716.08802	13878.597
165.6	-25242.90549	14956.75629
165.7	-25735.81108	15964.91583
165.8	-26185.62961	16884.13649
165.9	-26635.44814	17803.35716
166	-27027.89697	18587.12578
166.1	-27408.39076	19342.66806
166.2	-27775.82223	20073.00377
166.3	-28095.47052	20711.13138
166.4	-28415.1188	21349.25899
166.5	-28698.14965	21916.72539
166.6	-28956.95243	22437.43851
166.7	-29215.7552	22958.15163
166.8	-29414.38543	23362.74902
166.9	-29612.3427	23766.04782
167	-29792.12173	24145.46718
167.1	-29941.74162	24485.26867
167.2	-30091.36151	24825.07015
167.3	-30202.99661	25107.85249
167.4	-30302.84607	25372.94334
167.5	-30395.8436	25629.33316
167.6	-30450.11386	25836.54441
167.7	-30504.38412	26043.75566
167.8	-30534.1578	26219.85921
167.9	-30542.84963	26369.19137
168	-30551.54147	26518.52352
168.1	-30519.86107	26629.45096
168.2	-30484.88789	26737.24609
168.3	-30436.01526	26831.5971
168.4	-30356.45255	26896.2634
168.5	-30276.88983	26960.92969
168.6	-30160.68451	26998.96484
168.7	-30028.68907	27025.52403
168.8	-29892.18536	27048.80674
168.9	-29707.75594	27037.25833
169	-29523.32651	27025.70992
169.1	-29307.19632	26995.77721
169.2	-29055.76183	26945.3704
169.3	-28804.32734	26894.9636
169.4	-28503.27301	26812.98819
169.5	-28194.15713	26725.88395
169.6	-27860.6824	26628.02087
169.7	-27453.09522	26497.42373
169.8	-27045.50804	26366.82659
169.9	-26575.44082	26208.63304
170	-26069.38235	26034.54275
170.1	-25561.19394	25859.51169
170.2	-24956.66416	25641.92799
170.3	-24352.13439	25424.34429
170.4	-23684.8008	25185.05221
170.5	-22926.62629	24914.36061
170.6	-22168.45179	24643.66901
170.7	-21289.3987	24340.09431
170.8	-20379.3457	24028.08657
170.9	-19438.52282	23708.34884
171	-18360.34677	23354.10529
171.1	-17282.17073	22999.86173
171.2	-16108.13932	22621.53757
171.3	-14861.84023	22225.05846
171.4	-13615.54113	21828.57934
171.5	-12187.13554	21408.96608
171.6	-10750.60319	20988.32043
171.7	-9269.76826	20570.78447
171.8	-7704.60265	20159.16787
171.9	-6139.43704	19747.55127
172	-4504.12986	19358.86562
172.1	-2843.082179	18978.59516
172.2	-1170.65618	18602.04451
172.3	586.2735147	18253.11996
172.4	2343.203209	17904.1954
172.5	4133.320793	17565.49634
172.6	5955.865136	17236.78828
172.7	7778.409479	16908.08021
172.8	9546.935946	16664.08399
172.9	11308.9852	16430.24544
173	13033.10829	16210.92288
173.1	14659.73596	16028.91603
173.2	16286.36363	15846.90918
173.3	17822.63907	15699.484
173.4	19313.8447	15569.30896
173.5	20797.69417	15441.94944
173.6	22153.4773	15363.60633
173.7	23509.26043	15285.26322
173.8	24779.30065	15217.9392
173.9	25940.8536	15164.55721
174	27102.40654	15111.17522
174.1	28127.16371	15076.35214
174.2	29123.62	15045.36861
174.3	30085.62596	15016.70396
174.4	30922.37555	14996.47046
174.5	31759.12515	14976.23695
174.6	32499.78929	14961.30791
174.7	33177.15089	14949.87353
174.8	33854.5125	14938.43915
174.9	34417.37414	14923.15245
175	34979.07571	14907.82673
175.1	35498.7637	14890.74701
175.2	35949.05299	14870.77002
175.3	36399.34227	14850.79304
175.4	36764.48694	14827.26142
175.5	37103.36394	14802.63317
175.6	37431.36768	14776.19521
175.7	37698.40764	14739.61057
175.8	37965.4476	14703.02593
175.9	38192.08877	14659.88531
176	38384.10636	14611.12594
176.1	38576.12395	14562.36656
176.2	38708.20051	14499.44835
176.3	38835.4604	14435.39239
176.4	38942.46731	14366.55222
176.5	39004.96948	14287.19902
176.6	39067.47166	14207.84583
176.7	39091.39537	14113.0181
176.8	39098.776	14011.55463
176.9	39100.96696	13907.89833
177	39048.70316	13781.23272
177.1	38996.43936	13654.5671
177.2	38915.15189	13512.83682
177.3	38801.6748	13354.39857
177.4	38688.19771	13195.96033
177.5	38522.0005	13010.15779
177.6	38347.31134	12819.94753
177.7	38154.18028	12617.58362
177.8	37905.24839	12378.44566
177.9	37656.3165	12139.3077
178	37358.10211	11866.94482
178.1	37031.62471	11575.52779
178.2	36702.87209	11282.30611
178.3	36275.98781	10911.24925
178.4	35849.10353	10540.19238
178.5	35381.07357	10136.4999
178.6	34853.78255	9685.803167
178.7	34326.49152	9235.106437
178.8	33719.18447	8720.943078
178.9	33091.48684	8190.606448
179	32439.22539	7635.280813
179.1	31678.06498	6969.171262
179.2	30916.90458	6303.061712
179.3	30075.73109	5567.528608
179.4	29174.48685	4779.874969
179.5	28273.2426	3992.221329
179.6	27274.18623	3070.525035
179.7	26270.87467	2142.997393
179.8	25232.30497	1167.151691
179.9	24126.92609	99.75008843
180	23021.54721	-967.6515139
180.1	21841.39688	-2137.520554
180.2	20633.95068	-3344.796077
180.3	19423.83908	-4561.956099
180.4	18194.12549	-5851.808891
180.5	16964.41191	-7141.661684
180.6	15698.01549	-8524.371575
180.7	14395.92492	-9997.435894
180.8	13093.83435	-11470.50021
180.9	11876.37728	-12907.71344
181	10668.95929	-14340.67408
181.1	9488.152826	-15762.36181
181.2	8375.40745	-17155.21817
181.3	7262.662074	-18548.07453
181.4	6213.178849	-19914.13202
181.5	5195.106113	-21266.88351
181.6	4182.273509	-22617.41516
181.7	3258.873441	-23930.06119
181.8	2335.473373	-25242.70723
181.9	1487.722379	-26454.62329
182	735.2883977	-27539.6207
182.1	-17.14558374	-28624.61811
182.2	-682.6403153	-29624.77458
182.3	-1330.278971	-30607.50592
182.4	-1956.064212	-31559.94172
182.5	-2502.875076	-32402.89476
182.6	-3049.68594	-33245.84779
182.7	-3535.60996	-34004.39271
182.8	-3981.59309	-34707.56712
182.9	-4427.57622	-35410.74153
183	-4773.639121	-35975.39503
183.1	-5118.794573	-36538.79052
183.2	-5449.866729	-37067.24708
183.3	-5757.777591	-37538.24333
183.4	-6065.688454	-38009.23958
183.5	-6322.34683	-38397.86972
183.6	-6563.283741	-38761.23443
183.7	-6798.416056	-39112.37117
183.8	-7001.262571	-39395.49454
183.9	-7204.109086	-39678.6179
184	-7386.40507	-39918.45002
184.1	-7551.161189	-40121.33308
184.2	-7715.917308	-40324.21614
184.3	-7845.376962	-40452.74548
184.4	-7972.042685	-40575.38926
184.5	-8097.380564	-40684.5015
184.6	-8219.814521	-40764.02099
184.7	-8342.248478	-40843.54047
184.8	-8447.996252	-40874.28296
184.9	-8546.623754	-40884.21149
185	-8644.249094	-40888.79033
185.1	-8731.493562	-40837.95452
185.2	-8818.738031	-40787.11872
185.3	-8900.573543	-40707.4093
185.4	-8976.434808	-40595.8087
185.5	-9052.296074	-40484.2081
185.6	-9123.988843	-40315.29259
185.7	-9195.015949	-40137.22451
185.8	-9265.344838	-39940.54009
185.9	-9333.572696	-39687.83645
186	-9401.800553	-39435.13281
186.1	-9472.084572	-39123.92739
186.2	-9543.542543	-38779.32075
186.3	-9615.077042	-38432.53697
186.4	-9689.765452	-37996.02929
186.5	-9764.453862	-37559.5216
186.6	-9842.507146	-37077.38256
186.7	-9925.386186	-36529.80105
186.8	-10008.26523	-35982.21954
186.9	-10104.7382	-35327.2129
187	-10204.6533	-34645.00501
187.1	-10310.15449	-33932.6577
187.2	-10440.25161	-33087.60445
187.3	-10570.34872	-32242.5512
187.4	-10717.71622	-31304.3161
187.5	-10877.99524	-30296.41731
187.6	-11038.27426	-29288.51851
187.7	-11227.5079	-28124.39528
187.8	-11417.96873	-26953.65074
187.9	-11634.2451	-25708.87187
188	-11899.21612	-24324.44557
188.1	-12164.18714	-22940.01927
188.2	-12472.96168	-21444.89013
188.3	-12797.64306	-19909.56028
188.4	-13131.15822	-18359.20742
188.5	-13529.00932	-16699.44278
188.6	-13926.86042	-15039.67813
188.7	-14361.87138	-13316.71803
188.8	-14832.89198	-11532.51859
188.9	-15303.91258	-9748.319144
189	-15831.0244	-7945.957504
189.1	-16364.71745	-6141.464877
189.2	-16918.54071	-4332.240879
189.3	-17523.58712	-2510.977476
189.4	-18128.63352	-689.7140732
189.5	-18732.52779	1041.098605
189.6	-19335.85266	2727.209636
189.7	-19939.08046	4405.700775
189.8	-20540.68355	5956.659419
189.9	-21142.28665	7507.618063
190	-21743.12601	8998.635265
190.1	-22343.00708	10414.44151
190.2	-22942.88815	11830.24775
190.3	-23493.92007	13076.61573
190.4	-24034.99209	14288.43679
190.5	-24562.69153	15463.52981
190.6	-25042.35666	16506.6957
190.7	-25522.02178	17549.86158
190.8	-25961.56876	18482.88307
190.9	-26374.91196	19343.962
191	-26788.25515	20205.04093
191.1	-27139.05223	20926.66989
191.2	-27489.34681	21647.17851
191.3	-27815.24813	22317.60837
191.4	-28101.20769	22906.03886
191.5	-28387.16725	23494.46934
191.6	-28627.37294	23993.27255
191.7	-28853.62421	24464.74044
191.8	-29071.36251	24921.04823
191.9	-29242.12579	25293.70173
192	-29412.88907	25666.35522
192.1	-29558.99102	26002.02338
192.2	-29684.13164	26306.25519
192.3	-29809.27226	26610.487
192.4	-29892.08891	26851.24557
192.5	-29971.60606	27087.05589
192.6	-30036.76024	27301.32651
192.7	-30070.65313	27468.71555
192.8	-30104.54602	27636.10459
192.9	-30113.18417	27779.98201
193	-30111.09856	27913.87586
193.1	-30105.11398	28043.40113
193.2	-30059.25404	28128.24847
193.3	-30013.3941	28213.09581
193.4	-29947.204	28278.92482
193.5	-29858.65157	28323.83448
193.6	-29770.09914	28368.74415
193.7	-29641.59193	28380.66876
193.8	-29506.75965	28387.37165
193.9	-29358.5951	28384.6698
194	-29170.53167	28353.82283
194.1	-28982.46825	28322.97585
194.2	-28753.62304	28266.96958
194.3	-28501.59722	28196.66261
194.4	-28247.99023	28125.38022
194.5	-27932.0011	28015.61417
194.6	-27616.01198	27905.84812
194.7	-27263.0413	27777.30618
194.8	-26857.25842	27621.95099
194.9	-26451.47554	27466.5958
195	-25958.60801	27271.79038
195.1	-25443.83035	27067.05946
195.2	-24906.08558	26852.58537
195.3	-24267.90188	26595.50279
195.4	-23629.71817	26338.42021
195.5	-22920.79303	26051.32709
195.6	-22159.203	25741.89203
195.7	-21397.61298	25432.45696
195.8	-20468.00757	25063.17563
195.9	-19531.46895	24691.42471
196	-18534.34186	24304.83493
196.1	-17423.44794	23890.38223
196.2	-16312.55401	23475.92954
196.3	-15066.99877	23032.75805
196.4	-13772.79988	22579.21249
196.5	-12456.28175	22120.90698
196.6	-10978.77765	21628.26855
196.7	-9501.273554	21135.63012
196.8	-7948.554027	20648.71009
196.9	-6323.247008	20167.30865
197	-4697.939988	19685.90721
197.1	-2947.283465	19208.1639
197.2	-1182.080569	18730.84509
197.3	587.4006243	18269.67235
197.4	2367.713172	17849.37657
197.5	4148.025719	17429.0808
197.6	5938.465963	17047.00659
197.7	7733.88816	16683.7341
197.8	9525.986864	16324.29166
197.9	11263.51855	16027.7333
198	13001.05024	15731.17494
198.1	14688.26496	15466.31394
198.2	16312.6078	15241.05931
198.3	17936.95064	15015.80469
198.4	19409.90826	14832.33598
198.5	20852.22552	14657.32474
198.6	22254.71546	14493.30673
198.7	23515.00655	14368.53874
198.8	24775.29765	14243.77075
198.9	25934.42258	14145.46602
199	27027.75351	14064.37181
199.1	28121.08444	13983.27761
199.2	29021.98664	13926.37171
199.3	29921.54404	13869.63484
199.4	30764.38054	13817.34378
199.5	31514.74701	13772.30053
199.6	32265.11348	13727.25729
199.7	32904.18731	13689.96275
199.8	33509.51307	13655.0179
199.9	34096.83338	13620.2951
200	34585.58127	13586.78795
200.1	35074.32916	13553.2808
200.2	35509.04969	13518.56826
200.3	35898.03878	13482.83543
200.4	36287.02787	13447.1026
200.5	36583.11078	13410.37697
200.6	36872.06197	13373.57514
200.7	37140.25379	13333.70437
200.8	37363.47746	13287.18581
200.9	37586.70113	13240.66725
201	37763.71995	13187.31822
201.1	37921.21556	13131.08306
201.2	38072.78904	13073.97245
201.3	38164.55608	13008.02083
201.4	38256.32312	12942.06921
201.5	38325.33261	12868.06327
201.6	38369.41291	12785.23443
201.7	38413.49321	12702.40558
201.8	38409.09212	12603.16727
201.9	38397.08308	12501.35389
202	38371.3583	12393.40983
202.1	38304.81135	12267.21898
202.2	38238.2644	12141.02813
202.3	38136.88845	11999.26934
202.4	38015.80359	11848.70101
202.5	37893.14142	11697.20023
202.6	37710.80183	11510.41991
202.7	37528.46223	11323.6396
202.8	37314.60438	11115.82543
202.9	37055.92721	10878.10088
203	36797.25004	10640.37633
203.1	36474.96994	10358.61991
203.2	36136.79011	10065.85621
203.3	35783.11131	9762.189405
203.4	35362.11134	9411.163936
203.5	34941.11137	9060.138468
203.6	34457.85679	8658.438897
203.7	33928.4503	8219.172527
203.8	33399.04382	7779.906158
203.9	32750.01839	7232.485921
204	32096.19029	6680.723331
204.1	31398.99722	6089.752488
204.2	30620.74664	5425.493836
204.3	29842.49607	4761.235184
204.4	28965.62601	4000.68873
204.5	28053.31965	3205.543795
204.6	27126.18674	2391.762842
204.7	26093.13318	1444.846443
204.8	25060.07962	497.9300442
204.9	23972.81832	-525.6501656
205	22833.45839	-1622.911346
205.1	21694.09847	-2720.172526
205.2	20459.37643	-3952.300472
205.3	19213.71015	-5199.906411
205.4	17961.16802	-6483.807647
205.5	16691.30634	-7859.132975
205.6	15421.44465	-9234.458304
205.7	14160.57668	-10638.5065
205.8	12904.11225	-12056.61812
205.9	11652.48263	-13474.35514
206	10478.74919	-14886.05666
206.1	9305.015744	-16297.75818
206.2	8168.14459	-17706.60382
206.3	7077.141781	-19111.89585
206.4	5986.138971	-20517.18787
206.5	4985.004091	-21873.23374
206.6	4001.924818	-23219.38543
206.7	3049.648965	-24533.64848
206.8	2206.693513	-25734.73972
206.9	1363.738062	-26935.83096
207	600.9895856	-28049.27162
207.1	-109.82046	-29105.95369
207.2	-820.6305055	-30162.63577
207.3	-1406.936673	-31072.93826
207.4	-1992.502648	-31982.37051
207.5	-2537.418818	-32835.06633
207.6	-3016.353963	-33595.67002
207.7	-3495.289107	-34356.27372
207.8	-3910.821966	-35018.32843
207.9	-4307.239656	-35650.67159
208	-4690.827513	-36263.07264
208.1	-5004.727623	-36767.15426
208.2	-5318.627734	-37271.23588
208.3	-5600.623314	-37718.92835
208.4	-5855.725152	-38119.08792
208.5	-6110.82699	-38519.24749
208.6	-6325.358916	-38840.05509
208.7	-6536.824994	-39154.8661
208.8	-6735.31789	-39443.66549
208.9	-6905.842317	-39676.38725
209	-7076.366743	-39909.10902
209.1	-7225.124203	-40092.53463
209.2	-7364.729642	-40255.23344
209.3	-7502.313589	-40412.40406
209.4	-7619.73652	-40514.44015
209.5	-7737.15945	-40616.47624
209.6	-7846.49344	-40691.35961
209.7	-7947.003101	-40736.62172
209.8	-8047.512762	-40781.88383
209.9	-8133.38585	-40778.01504
210	-8216.982242	-40766.50402
210.1	-8298.832332	-40741.31297
210.2	-8375.513223	-40675.62789
210.3	-8452.194113	-40609.94282
210.4	-8524.478955	-40505.07609
210.5	-8594.287261	-40378.13617
210.6	-8663.992312	-40249.46359
210.7	-8729.944962	-40057.82363
210.8	-8795.897612	-39866.18368
210.9	-8861.328022	-39645.23724
211	-8926.018949	-39382.79328
211.1	-8990.709876	-39120.34933
211.2	-9058.38747	-38788.33494
211.3	-9126.806883	-38439.04085
211.4	-9197.043341	-38069.50333
211.5	-9275.119152	-37612.62865
211.6	-9353.194964	-37155.75397
211.7	-9436.825855	-36636.98818
211.8	-9524.557637	-36072.53292
211.9	-9612.289418	-35508.07765
212	-9717.877763	-34807.64097
212.1	-9824.163168	-34101.89603
212.2	-9941.29141	-33338.4639
212.3	-10078.59534	-32467.69094
212.4	-10215.89928	-31596.91798
212.5	-10384.39004	-30590.59622
212.6	-10564.02768	-29535.82621
212.7	-10748.90707	-28458.27368
212.8	-10970.87823	-27219.50661
212.9	-11192.8494	-25980.73953
213	-11450.27993	-24634.39901
213.1	-11741.64999	-23185.09578
213.2	-12033.02006	-21735.79255
213.3	-12392.16912	-20145.90126
213.4	-12759.0102	-18540.0551
213.5	-13147.83324	-16889.5116
213.6	-13591.74722	-15126.94812
213.7	-14035.66121	-13364.38465
213.8	-14521.27995	-11541.32705
213.9	-15027.22319	-9688.788093
214	-15538.48333	-7834.937852
214.1	-16133.83108	-5960.349428
214.2	-16729.17883	-4085.761003
214.3	-17333.49333	-2253.196248
214.4	-17948.91891	-472.7047091
214.5	-18564.34448	1307.78683
214.6	-19196.50973	3009.826926
214.7	-19832.01335	4696.221524
214.8	-20468.57419	6354.306119
214.9	-21108.86464	7912.519954
215	-21749.15508	9470.733789
215.1	-22356.6606	10906.32821
215.2	-22943.02757	12262.86205
215.3	-23529.39455	13619.39589
215.4	-24055.52871	14778.10572
215.5	-24581.3675	15935.84543
215.6	-25084.06966	17017.59608
215.7	-25549.38097	17976.54166
215.8	-26014.69228	18935.48724
215.9	-26416.51891	19770.81819
216	-26799.31614	20569.09592
216.1	-27172.44378	21344.46679
216.2	-27493.45839	21996.38415
216.3	-27814.47301	22648.30151
216.4	-28099.81985	23227.19326
216.5	-28355.2253	23744.78348
216.6	-28610.63075	24262.3737
216.7	-28814.85989	24688.0993
216.8	-29015.28257	25106.99208
216.9	-29199.32236	25497.65223
217	-29348.21031	25827.73527
217.1	-29497.09826	26157.8183
217.2	-29613.58755	26436.69648
217.3	-29716.52189	26694.15159
217.4	-29815.73589	26946.38215
217.5	-29878.30184	27147.14711
217.6	-29940.8678	27347.91208
217.7	-29984.22431	27522.69427
217.8	-30006.7113	27669.24826
217.9	-30029.19829	27815.80224
218	-30019.40801	27926.70513
218.1	-30004.64138	28032.11151
218.2	-29980.07596	28127.23814
218.3	-29926.66293	28192.10121
218.4	-29873.2499	28256.96428
218.5	-29793.72412	28299.01183
218.6	-29699.55324	28328.2635
218.7	-29604.07451	28356.53594
218.8	-29462.87554	28350.57597
218.9	-29321.67657	28344.616
219	-29160.96267	28324.04513
219.1	-28972.73298	28282.87308
219.2	-28784.5033	28241.70103
219.3	-28544.00428	28170.71222
219.4	-28290.60655	28092.3654
219.5	-28022.84433	28006.12948
219.6	-27693.52434	27886.08549
219.7	-27364.20435	27766.04151
219.8	-26987.94035	27621.4122
219.9	-26577.16702	27458.70981
220	-26166.3937	27296.00741
220.1	-25649.67034	27084.96434
220.2	-25128.92874	26872.08791
220.3	-24565.40296	26640.34134
220.4	-23922.62653	26373.64098
220.5	-23279.8501	26106.94061
220.6	-22515.60175	25798.25573
220.7	-21708.16674	25474.64418
220.8	-20880.17408	25143.92728
220.9	-19908.08029	24763.40455
221	-18935.9865	24382.88182
221.1	-17879.59061	23973.22171
221.2	-16742.83784	23535.7878
221.3	-15606.08508	23098.35389
221.4	-14245.60555	22618.80791
221.5	-12860.02143	22134.5365
221.6	-11432.16812	21647.28491
221.7	-9898.913556	21152.60202
221.8	-8365.658997	20657.91913
221.9	-6735.655428	20170.37036
222	-5058.722045	19686.28212
222.1	-3373.096098	19202.83486
222.2	-1552.483985	18729.34146
222.3	268.1281274	18255.84805
222.4	2102.251426	17791.64162
222.5	3953.047364	17338.89521
222.6	5803.843302	16886.14881
222.7	7637.93317	16529.94531
222.8	9468.716087	16192.8524
222.9	11269.68797	15869.84147
223	12966.12037	15596.21236
223.1	14662.55278	15322.58325
223.2	16277.16327	15087.6051
223.3	17839.24556	14877.44017
223.4	19401.32784	14667.27524
223.5	20797.18024	14515.52263
223.6	22192.39017	14363.99577
223.7	23506.42983	14230.18489
223.8	24689.86174	14124.88003
223.9	25873.29366	14019.57518
224	26914.83976	13936.25358
224.1	27914.10245	13859.48321
224.2	28884.35119	13787.20813
224.3	29699.44512	13738.97202
224.4	30514.53906	13690.7359
224.5	31246.85369	13646.96029
224.6	31909.96698	13606.91355
224.7	32573.08027	13566.86681
224.8	33120.66751	13532.35895
224.9	33659.7992	13498.25649
225	34161.54162	13465.00854
225.1	34583.43984	13433.58538
225.2	35005.33805	13402.16222
225.3	35358.56444	13369.87164
225.4	35683.20204	13337.21993
225.5	36001.0614	13304.01402
225.6	36252.96325	13265.41534
225.7	36504.8651	13226.81666
225.8	36722.62744	13185.19252
225.9	36903.45269	13140.295
226	37084.27794	13095.39748
226.1	37216.54759	13041.70061
226.2	37341.39774	12986.65916
226.3	37452.47537	12928.74039
226.4	37523.2265	12862.39672
226.5	37593.97763	12796.05306
226.6	37633.37288	12719.46134
226.7	37655.26101	12637.14775
226.8	37675.76401	12554.3484
226.9	37649.62409	12455.19122
227	37623.48418	12356.03403
227.1	37576.06272	12246.41336
227.2	37498.76155	12122.10175
227.3	37421.46039	11997.79013
227.4	37300.69594	11849.61685
227.5	37169.27538	11695.59328
227.6	37026.66665	11534.93384
227.7	36836.4322	11346.02681
227.8	36646.19774	11157.11978
227.9	36417.3137	10942.52685
228	36160.13733	10709.13127
228.1	35902.96096	10475.7357
228.2	35562.55095	10179.61937
228.3	35219.07649	9881.193826
228.4	34845.25818	9559.90259
228.5	34415.48644	9196.447489
228.6	33985.71471	8832.992388
228.7	33473.30235	8399.690682
228.8	32931.66514	7941.68857
228.9	32374.13199	7469.250288
229	31706.2163	6896.566183
229.1	31038.30061	6323.882078
229.2	30303.73551	5688.223494
229.3	29505.90148	4992.784513
229.4	28708.06745	4297.345532
229.5	27783.70976	3465.564439
229.6	26845.31575	2618.657784
229.7	25869.927	1725.306287
229.8	24802.7526	716.7230159
229.9	23735.5782	-291.8602552
230	22581.69409	-1415.266462
230.1	21385.94658	-2594.109128
230.2	20186.32059	-3781.218837
230.3	18927.53922	-5094.419408
230.4	17668.75786	-6407.619979
230.5	16407.20328	-7762.20467
230.6	15142.24081	-9167.644622
230.7	13877.27835	-10573.08457
230.8	12607.14996	-12055.61678
230.9	11336.0066	-13553.29551
231	10085.42612	-15050.34624
231.1	8906.526047	-16545.20782
231.2	7727.625974	-18040.06939
231.3	6615.519071	-19494.43455
231.4	5546.107023	-20922.91399
231.5	4476.694975	-22351.39343
231.6	3548.251812	-23645.22001
231.7	2620.207306	-24938.66579
231.8	1746.491767	-26180.21693
231.9	959.8148183	-27338.62942
232	173.1378701	-28497.04191
232.1	-510.1288042	-29545.57194
232.2	-1162.757383	-30561.54631
232.3	-1795.022629	-31549.40067
232.4	-2319.232632	-32388.04005
232.5	-2843.442636	-33226.67942
232.6	-3320.051414	-33991.719
232.7	-3757.031758	-34695.4861
232.8	-4194.012101	-35399.2532
232.9	-4549.622016	-35977.20763
233	-4899.372716	-36546.10271
233.1	-5224.881587	-37075.93908
233.2	-5498.8671	-37522.76044
233.3	-5772.852613	-37969.5818
233.4	-6008.164493	-38345.4419
233.5	-6227.45593	-38691.90649
233.6	-6443.262377	-39031.18842
233.7	-6625.566014	-39301.42015
233.8	-6807.86965	-39571.65188
233.9	-6972.369346	-39805.18782
234	-7117.685467	-39999.18439
234.1	-7263.001588	-40193.18097
234.2	-7386.649553	-40334.28596
234.3	-7507.016157	-40467.3812
234.4	-7622.537933	-40586.25662
234.5	-7723.950553	-40663.72094
234.6	-7825.363172	-40741.18526
234.7	-7916.772572	-40784.91094
234.8	-8002.621791	-40809.88336
234.9	-8088.098871	-40833.32187
235	-8161.489462	-40806.94131
235.1	-8234.880053	-40780.56074
235.2	-8305.293271	-40732.10544
235.3	-8371.543877	-40652.78788
235.4	-8437.794483	-40573.47031
235.5	-8499.949225	-40448.4317
235.6	-8561.106296	-40312.25635
235.7	-8621.66585	-40164.6114
235.8	-8679.698813	-39968.46743
235.9	-8737.731776	-39772.32345
236	-8796.809227	-39531.8207
236.1	-8856.648043	-39258.98317
236.2	-8916.486858	-38986.14565
236.3	-8980.959657	-38628.35742
236.4	-9045.597941	-38267.53549
236.5	-9112.987326	-37871.68391
236.6	-9185.426829	-37411.52933
236.7	-9257.866332	-36951.37475
236.8	-9340.40653	-36400.32215
236.9	-9426.499679	-35817.29587
237	-9515.607583	-35214.75892
237.1	-9625.455787	-34477.99633
237.2	-9735.303992	-33741.23375
237.3	-9860.446873	-32919.08172
237.4	-10000.04894	-32016.20474
237.5	-10139.65101	-31113.32777
237.6	-10313.67031	-30037.26929
237.7	-10491.4641	-28942.21824
237.8	-10686.85334	-27786.90063
237.9	-10925.67891	-26482.80843
238	-11164.50447	-25178.71622
238.1	-11444.55273	-23733.43055
238.2	-11744.41007	-22220.29602
238.3	-12049.35704	-20695.20197
238.4	-12430.57025	-18990.89871
238.5	-12811.78346	-17286.59544
238.6	-13228.94714	-15539.71558
238.7	-13690.10536	-13740.73244
238.8	-14151.26358	-11941.74929
238.9	-14681.56375	-10056.85383
239	-15225.34662	-8155.205446
239.1	-15785.33172	-6240.824839
239.2	-16401.46213	-4282.32347
239.3	-17017.59254	-2323.8221
239.4	-17637.0761	-461.5900426
239.5	-18258.69375	1339.371705
239.6	-18880.31141	3140.333452
239.7	-19489.90946	4773.606135
239.8	-20099.48596	6406.578117
239.9	-20704.4221	7974.81681
240	-21301.95637	9439.798735
240.1	-21899.49064	10904.78066
240.2	-22461.72376	12220.49071
240.3	-23013.55898	13492.23292
240.4	-23551.45963	14727.26553
240.5	-24015.9855	15768.99769
240.6	-24480.51136	16810.72984
240.7	-24903.19444	17750.85789
240.8	-25291.18749	18606.75039
240.9	-25679.18053	19462.64289
241	-25995.70287	20144.98752
241.1	-26307.16334	20815.04075
241.2	-26595.46737	21437.78221
241.3	-26834.78716	21960.44218
241.4	-27074.10695	22483.10215
241.5	-27266.04236	22915.18161
241.6	-27438.4464	23309.92469
241.7	-27605.46654	23695.23606
241.8	-27721.34674	23990.95851
241.9	-27837.22693	24286.68097
242	-27925.84139	24534.63761
242.1	-27985.19824	24731.33893
242.2	-28044.55508	24928.04026
242.3	-28067.25875	25071.14733
242.4	-28084.46176	25206.21135
242.5	-28090.50621	25324.40169
242.6	-28064.22979	25393.71722
242.7	-28037.95336	25463.03276
242.8	-27985.41098	25494.4043
242.9	-27918.33433	25504.77953
243	-27850.12442	25513.69193
243.1	-27746.37262	25476.72621
243.2	-27642.62082	25439.76049
243.3	-27523.71981	25383.56956
243.4	-27383.72848	25300.61384
243.5	-27243.73715	25217.65811
243.6	-27075.20894	25100.46197
243.7	-26899.77512	24974.98003
243.8	-26717.58369	24841.74965
243.9	-26507.00708	24675.9722
244	-26296.43048	24510.19474
244.1	-26065.55162	24321.67097
244.2	-25819.93608	24116.63647
244.3	-25574.32054	23911.60197
244.4	-25294.88874	23670.06795
244.5	-25014.28663	23427.27077
244.6	-24721.38722	23171.32997
244.7	-24406.01553	22891.37032
244.8	-24090.64385	22611.41066
244.9	-23750.63092	22305.86521
245	-23401.99667	21991.36795
245.1	-23049.4116	21672.77136
245.2	-22669.89704	21326.23301
245.3	-22290.38248	20979.69466
245.4	-21893.46692	20615.32842
245.5	-21480.16859	20234.1775
245.6	-21066.87027	19853.02659
245.7	-20633.55671	19451.38581
245.8	-20198.07347	19047.52389
245.9	-19756.17137	18637.0909
246	-19298.50287	18210.51764
246.1	-18840.83437	17783.94437
246.2	-18371.54597	17345.37953
246.3	-17896.69995	16901.07932
246.4	-17421.13587	16456.02496
246.5	-16934.9978	15999.86525
246.6	-16448.85972	15543.70554
246.7	-15963.79322	15088.192
246.8	-15480.03259	14633.46592
246.9	-14996.27197	14178.73985
247	-14514.50367	13725.21457
247.1	-14033.12095	13271.92168
247.2	-13554.43852	12821.0465
247.3	-13085.05816	12378.49996
247.4	-12615.6778	11935.95341
247.5	-12151.11726	11497.54816
247.6	-11689.61101	11061.76722
247.7	-11228.10475	10625.98628
247.8	-10794.74828	10216.63166
247.9	-10361.41322	9807.297132
